structureId,chainId,structureTitle,pdbDoi,entityId,ligandId,ligandName,InChI,InChIKey,hetId,IC50,deltaG,uniprotAcc,uniprotRecommendedName,uniprotAlternativeNames
3LZ1,A,Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 2),10.2210/pdb3lz1/pdb,1,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,P84233,Histone H3.2,
3LZ1,B,Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 2),10.2210/pdb3lz1/pdb,2,,,,,,,,P62799,Histone H4,
3LZ1,C,Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 2),10.2210/pdb3lz1/pdb,3,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,Q6AZJ8,Histone H2A,
3LZ1,D,Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 2),10.2210/pdb3lz1/pdb,4,,,,,,,,P02281,Histone H2B 1.1,
3LZ1,E,Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 2),10.2210/pdb3lz1/pdb,1,,,,,,,,P84233,Histone H3.2,
3LZ1,F,Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 2),10.2210/pdb3lz1/pdb,2,,,,,,,,P62799,Histone H4,
3LZ1,G,Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 2),10.2210/pdb3lz1/pdb,3,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,Q6AZJ8,Histone H2A,
3LZ1,H,Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 2),10.2210/pdb3lz1/pdb,4,,,,,,,,P02281,Histone H2B 1.1,
3LZ1,I,Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 2),10.2210/pdb3lz1/pdb,5,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,,,
3LZ1,J,Crystal Structure of Nucleosome Core Particle Composed of the Widom 601 DNA Sequence (orientation 2),10.2210/pdb3lz1/pdb,6,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,,,
3MGP,A,Binding of Cobalt ions to the Nucleosome Core Particle,10.2210/pdb3mgp/pdb,1,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P84233,Histone H3.2,
3MGP,B,Binding of Cobalt ions to the Nucleosome Core Particle,10.2210/pdb3mgp/pdb,2,,,,,,,,P62799,Histone H4,
3MGP,C,Binding of Cobalt ions to the Nucleosome Core Particle,10.2210/pdb3mgp/pdb,3,CO,COBALT (II) ION,InChI=1S/Co/q+2,XLJKHNWPARRRJB-UHFFFAOYSA-N,CO,,,Q6AZJ8,Histone H2A,
3MGP,D,Binding of Cobalt ions to the Nucleosome Core Particle,10.2210/pdb3mgp/pdb,4,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P02281,Histone H2B 1.1,
3MGP,D,Binding of Cobalt ions to the Nucleosome Core Particle,10.2210/pdb3mgp/pdb,4,CO,COBALT (II) ION,InChI=1S/Co/q+2,XLJKHNWPARRRJB-UHFFFAOYSA-N,CO,,,P02281,Histone H2B 1.1,
3MGP,E,Binding of Cobalt ions to the Nucleosome Core Particle,10.2210/pdb3mgp/pdb,1,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P84233,Histone H3.2,
3MGP,E,Binding of Cobalt ions to the Nucleosome Core Particle,10.2210/pdb3mgp/pdb,1,CO,COBALT (II) ION,InChI=1S/Co/q+2,XLJKHNWPARRRJB-UHFFFAOYSA-N,CO,,,P84233,Histone H3.2,
3MGP,F,Binding of Cobalt ions to the Nucleosome Core Particle,10.2210/pdb3mgp/pdb,2,,,,,,,,P62799,Histone H4,
3MGP,G,Binding of Cobalt ions to the Nucleosome Core Particle,10.2210/pdb3mgp/pdb,3,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,Q6AZJ8,Histone H2A,
3MGP,H,Binding of Cobalt ions to the Nucleosome Core Particle,10.2210/pdb3mgp/pdb,4,CO,COBALT (II) ION,InChI=1S/Co/q+2,XLJKHNWPARRRJB-UHFFFAOYSA-N,CO,,,P02281,Histone H2B 1.1,
3MGP,I,Binding of Cobalt ions to the Nucleosome Core Particle,10.2210/pdb3mgp/pdb,5,CO,COBALT (II) ION,InChI=1S/Co/q+2,XLJKHNWPARRRJB-UHFFFAOYSA-N,CO,,,,,
3MGP,J,Binding of Cobalt ions to the Nucleosome Core Particle,10.2210/pdb3mgp/pdb,6,CO,COBALT (II) ION,InChI=1S/Co/q+2,XLJKHNWPARRRJB-UHFFFAOYSA-N,CO,,,,,
3MGQ,A,Binding of Nickel ions to the Nucleosome Core Particle,10.2210/pdb3mgq/pdb,1,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P84233,Histone H3.2,
3MGQ,A,Binding of Nickel ions to the Nucleosome Core Particle,10.2210/pdb3mgq/pdb,1,NI,NICKEL (II) ION,InChI=1S/Ni/q+2,VEQPNABPJHWNSG-UHFFFAOYSA-N,NI,,,P84233,Histone H3.2,
3MGQ,B,Binding of Nickel ions to the Nucleosome Core Particle,10.2210/pdb3mgq/pdb,2,,,,,,,,P62799,Histone H4,
3MGQ,C,Binding of Nickel ions to the Nucleosome Core Particle,10.2210/pdb3mgq/pdb,3,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,Q6AZJ8,Histone H2A,
3MGQ,C,Binding of Nickel ions to the Nucleosome Core Particle,10.2210/pdb3mgq/pdb,3,NI,NICKEL (II) ION,InChI=1S/Ni/q+2,VEQPNABPJHWNSG-UHFFFAOYSA-N,NI,,,Q6AZJ8,Histone H2A,
3MGQ,D,Binding of Nickel ions to the Nucleosome Core Particle,10.2210/pdb3mgq/pdb,4,NI,NICKEL (II) ION,InChI=1S/Ni/q+2,VEQPNABPJHWNSG-UHFFFAOYSA-N,NI,,,P02281,Histone H2B 1.1,
3MGQ,E,Binding of Nickel ions to the Nucleosome Core Particle,10.2210/pdb3mgq/pdb,1,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P84233,Histone H3.2,
3MGQ,E,Binding of Nickel ions to the Nucleosome Core Particle,10.2210/pdb3mgq/pdb,1,NI,NICKEL (II) ION,InChI=1S/Ni/q+2,VEQPNABPJHWNSG-UHFFFAOYSA-N,NI,,,P84233,Histone H3.2,
3MGQ,F,Binding of Nickel ions to the Nucleosome Core Particle,10.2210/pdb3mgq/pdb,2,NI,NICKEL (II) ION,InChI=1S/Ni/q+2,VEQPNABPJHWNSG-UHFFFAOYSA-N,NI,,,P62799,Histone H4,
3MGQ,G,Binding of Nickel ions to the Nucleosome Core Particle,10.2210/pdb3mgq/pdb,3,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,Q6AZJ8,Histone H2A,
3MGQ,G,Binding of Nickel ions to the Nucleosome Core Particle,10.2210/pdb3mgq/pdb,3,NI,NICKEL (II) ION,InChI=1S/Ni/q+2,VEQPNABPJHWNSG-UHFFFAOYSA-N,NI,,,Q6AZJ8,Histone H2A,
3MGQ,H,Binding of Nickel ions to the Nucleosome Core Particle,10.2210/pdb3mgq/pdb,4,NI,NICKEL (II) ION,InChI=1S/Ni/q+2,VEQPNABPJHWNSG-UHFFFAOYSA-N,NI,,,P02281,Histone H2B 1.1,
3MGQ,I,Binding of Nickel ions to the Nucleosome Core Particle,10.2210/pdb3mgq/pdb,5,NI,NICKEL (II) ION,InChI=1S/Ni/q+2,VEQPNABPJHWNSG-UHFFFAOYSA-N,NI,,,,,
3MGQ,J,Binding of Nickel ions to the Nucleosome Core Particle,10.2210/pdb3mgq/pdb,6,NI,NICKEL (II) ION,InChI=1S/Ni/q+2,VEQPNABPJHWNSG-UHFFFAOYSA-N,NI,,,,,
3MGR,A,Binding of Rubidium ions to the Nucleosome Core Particle,10.2210/pdb3mgr/pdb,1,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P84233,Histone H3.2,
3MGR,B,Binding of Rubidium ions to the Nucleosome Core Particle,10.2210/pdb3mgr/pdb,2,,,,,,,,P62799,Histone H4,
3MGR,C,Binding of Rubidium ions to the Nucleosome Core Particle,10.2210/pdb3mgr/pdb,3,,,,,,,,Q6AZJ8,Histone H2A,
3MGR,D,Binding of Rubidium ions to the Nucleosome Core Particle,10.2210/pdb3mgr/pdb,4,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P02281,Histone H2B 1.1,
3MGR,D,Binding of Rubidium ions to the Nucleosome Core Particle,10.2210/pdb3mgr/pdb,4,RB,RUBIDIUM ION,InChI=1S/Rb/q+1,NCCSSGKUIKYAJD-UHFFFAOYSA-N,RB,,,P02281,Histone H2B 1.1,
3MGR,E,Binding of Rubidium ions to the Nucleosome Core Particle,10.2210/pdb3mgr/pdb,1,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P84233,Histone H3.2,
3MGR,E,Binding of Rubidium ions to the Nucleosome Core Particle,10.2210/pdb3mgr/pdb,1,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,P84233,Histone H3.2,
3MGR,F,Binding of Rubidium ions to the Nucleosome Core Particle,10.2210/pdb3mgr/pdb,2,,,,,,,,P62799,Histone H4,
3MGR,G,Binding of Rubidium ions to the Nucleosome Core Particle,10.2210/pdb3mgr/pdb,3,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,Q6AZJ8,Histone H2A,
3MGR,H,Binding of Rubidium ions to the Nucleosome Core Particle,10.2210/pdb3mgr/pdb,4,RB,RUBIDIUM ION,InChI=1S/Rb/q+1,NCCSSGKUIKYAJD-UHFFFAOYSA-N,RB,,,P02281,Histone H2B 1.1,
3MGR,I,Binding of Rubidium ions to the Nucleosome Core Particle,10.2210/pdb3mgr/pdb,5,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,,,
3MGR,I,Binding of Rubidium ions to the Nucleosome Core Particle,10.2210/pdb3mgr/pdb,5,RB,RUBIDIUM ION,InChI=1S/Rb/q+1,NCCSSGKUIKYAJD-UHFFFAOYSA-N,RB,,,,,
3MGR,J,Binding of Rubidium ions to the Nucleosome Core Particle,10.2210/pdb3mgr/pdb,6,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,,,
3MGR,J,Binding of Rubidium ions to the Nucleosome Core Particle,10.2210/pdb3mgr/pdb,6,RB,RUBIDIUM ION,InChI=1S/Rb/q+1,NCCSSGKUIKYAJD-UHFFFAOYSA-N,RB,,,,,
3MGS,A,Binding of Cesium ions to the Nucleosome Core particle,10.2210/pdb3mgs/pdb,1,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P84233,Histone H3.2,
3MGS,B,Binding of Cesium ions to the Nucleosome Core particle,10.2210/pdb3mgs/pdb,2,,,,,,,,P62799,Histone H4,
3MGS,C,Binding of Cesium ions to the Nucleosome Core particle,10.2210/pdb3mgs/pdb,3,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,Q6AZJ8,Histone H2A,
3MGS,C,Binding of Cesium ions to the Nucleosome Core particle,10.2210/pdb3mgs/pdb,3,CS,CESIUM ION,InChI=1S/Cs/q+1,NCMHKCKGHRPLCM-UHFFFAOYSA-N,CS,,,Q6AZJ8,Histone H2A,
3MGS,D,Binding of Cesium ions to the Nucleosome Core particle,10.2210/pdb3mgs/pdb,4,CS,CESIUM ION,InChI=1S/Cs/q+1,NCMHKCKGHRPLCM-UHFFFAOYSA-N,CS,,,P02281,Histone H2B 1.1,
3MGS,E,Binding of Cesium ions to the Nucleosome Core particle,10.2210/pdb3mgs/pdb,1,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P84233,Histone H3.2,
3MGS,E,Binding of Cesium ions to the Nucleosome Core particle,10.2210/pdb3mgs/pdb,1,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,P84233,Histone H3.2,
3MGS,F,Binding of Cesium ions to the Nucleosome Core particle,10.2210/pdb3mgs/pdb,2,,,,,,,,P62799,Histone H4,
3MGS,G,Binding of Cesium ions to the Nucleosome Core particle,10.2210/pdb3mgs/pdb,3,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,Q6AZJ8,Histone H2A,
3MGS,H,Binding of Cesium ions to the Nucleosome Core particle,10.2210/pdb3mgs/pdb,4,CS,CESIUM ION,InChI=1S/Cs/q+1,NCMHKCKGHRPLCM-UHFFFAOYSA-N,CS,,,P02281,Histone H2B 1.1,
3MGS,I,Binding of Cesium ions to the Nucleosome Core particle,10.2210/pdb3mgs/pdb,5,CS,CESIUM ION,InChI=1S/Cs/q+1,NCMHKCKGHRPLCM-UHFFFAOYSA-N,CS,,,,,
3MGS,I,Binding of Cesium ions to the Nucleosome Core particle,10.2210/pdb3mgs/pdb,5,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,,,
3MGS,J,Binding of Cesium ions to the Nucleosome Core particle,10.2210/pdb3mgs/pdb,6,CS,CESIUM ION,InChI=1S/Cs/q+1,NCMHKCKGHRPLCM-UHFFFAOYSA-N,CS,,,,,
3MGS,J,Binding of Cesium ions to the Nucleosome Core particle,10.2210/pdb3mgs/pdb,6,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,,,
3MNN,A,A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core,10.2210/pdb3mnn/pdb,1,,,,,,,,P84233,Histone H3.2,
3MNN,B,A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core,10.2210/pdb3mnn/pdb,2,,,,,,,,P62799,Histone H4,
3MNN,C,A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core,10.2210/pdb3mnn/pdb,3,,,,,,,,P06897,Histone H2A type 1,
3MNN,D,A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core,10.2210/pdb3mnn/pdb,4,SO4,SULFATE ION,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",QAOWNCQODCNURD-UHFFFAOYSA-L,SO4,,,P02281,Histone H2B 1.1,
3MNN,E,A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core,10.2210/pdb3mnn/pdb,1,MG,MAGNESIUM ION,InChI=1S/Mg/q+2,JLVVSXFLKOJNIY-UHFFFAOYSA-N,MG,,,P84233,Histone H3.2,
3MNN,F,A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core,10.2210/pdb3mnn/pdb,2,MML,1-methyl-4-(1-methylethyl)benzene,"InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3",HFPZCAJZSCWRBC-UHFFFAOYSA-N,MML,,,P62799,Histone H4,
3MNN,F,A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core,10.2210/pdb3mnn/pdb,2,PTW,"1,3,5-triaza-7-phosphatricyclo[3.3.1.1~3,7~]decane",InChI=1S/C6H12N3P/c1-7-2-9-3-8(1)5-10(4-7)6-9/h1-6H2,FXXRPTKTLVHPAR-UHFFFAOYSA-N,PTW,,,P62799,Histone H4,
3MNN,F,A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core,10.2210/pdb3mnn/pdb,2,RU,RUTHENIUM ION,InChI=1S/Ru/q+3,BPEVHDGLPIIAGH-UHFFFAOYSA-N,RU,,,P62799,Histone H4,
3MNN,G,A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core,10.2210/pdb3mnn/pdb,3,MML,1-methyl-4-(1-methylethyl)benzene,"InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3",HFPZCAJZSCWRBC-UHFFFAOYSA-N,MML,,,P06897,Histone H2A type 1,
3MNN,G,A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core,10.2210/pdb3mnn/pdb,3,PTW,"1,3,5-triaza-7-phosphatricyclo[3.3.1.1~3,7~]decane",InChI=1S/C6H12N3P/c1-7-2-9-3-8(1)5-10(4-7)6-9/h1-6H2,FXXRPTKTLVHPAR-UHFFFAOYSA-N,PTW,,,P06897,Histone H2A type 1,
3MNN,G,A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core,10.2210/pdb3mnn/pdb,3,RU,RUTHENIUM ION,InChI=1S/Ru/q+3,BPEVHDGLPIIAGH-UHFFFAOYSA-N,RU,,,P06897,Histone H2A type 1,
3MNN,G,A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core,10.2210/pdb3mnn/pdb,3,SO4,SULFATE ION,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",QAOWNCQODCNURD-UHFFFAOYSA-L,SO4,,,P06897,Histone H2A type 1,
3MNN,H,A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core,10.2210/pdb3mnn/pdb,4,MML,1-methyl-4-(1-methylethyl)benzene,"InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3",HFPZCAJZSCWRBC-UHFFFAOYSA-N,MML,,,P02281,Histone H2B 1.1,
3MNN,H,A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core,10.2210/pdb3mnn/pdb,4,PTW,"1,3,5-triaza-7-phosphatricyclo[3.3.1.1~3,7~]decane",InChI=1S/C6H12N3P/c1-7-2-9-3-8(1)5-10(4-7)6-9/h1-6H2,FXXRPTKTLVHPAR-UHFFFAOYSA-N,PTW,,,P02281,Histone H2B 1.1,
3MNN,H,A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core,10.2210/pdb3mnn/pdb,4,RU,RUTHENIUM ION,InChI=1S/Ru/q+3,BPEVHDGLPIIAGH-UHFFFAOYSA-N,RU,,,P02281,Histone H2B 1.1,
3MNN,H,A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core,10.2210/pdb3mnn/pdb,4,SO4,SULFATE ION,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",QAOWNCQODCNURD-UHFFFAOYSA-L,SO4,,,P02281,Histone H2B 1.1,
3MNN,I,A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core,10.2210/pdb3mnn/pdb,5,,,,,,,,,,
3MNN,J,A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core,10.2210/pdb3mnn/pdb,6,,,,,,,,,,
3MVD,A,Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle,10.2210/pdb3mvd/pdb,1,,,,,,,,P84233,Histone H3.2,
3MVD,B,Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle,10.2210/pdb3mvd/pdb,2,,,,,,,,P62799,Histone H4,
3MVD,C,Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle,10.2210/pdb3mvd/pdb,3,,,,,,,,Q6AZJ8,Histone H2A,
3MVD,D,Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle,10.2210/pdb3mvd/pdb,4,,,,,,,,P02281,Histone H2B 1.1,
3MVD,E,Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle,10.2210/pdb3mvd/pdb,1,,,,,,,,P84233,Histone H3.2,
3MVD,F,Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle,10.2210/pdb3mvd/pdb,2,,,,,,,,P62799,Histone H4,
3MVD,G,Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle,10.2210/pdb3mvd/pdb,3,,,,,,,,Q6AZJ8,Histone H2A,
3MVD,H,Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle,10.2210/pdb3mvd/pdb,4,,,,,,,,P02281,Histone H2B 1.1,
3MVD,I,Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle,10.2210/pdb3mvd/pdb,5,,,,,,,,,,
3MVD,J,Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle,10.2210/pdb3mvd/pdb,6,,,,,,,,,,
3MVD,K,Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle,10.2210/pdb3mvd/pdb,7,,,,,,,,P25171,Regulator of chromosome condensation,Chromatin-binding protein Bj1#Regulator of chromosome condensation 1 ortholog
3MVD,L,Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle,10.2210/pdb3mvd/pdb,7,,,,,,,,P25171,Regulator of chromosome condensation,Chromatin-binding protein Bj1#Regulator of chromosome condensation 1 ortholog
3O62,A,"Nucleosome core particle modified with a cisplatin 1,3-cis-{Pt(NH3)2}2+-d(GpTpG) intrastrand cross-link",10.2210/pdb3o62/pdb,1,,,,,,,,P84233,Histone H3.2,
3O62,B,"Nucleosome core particle modified with a cisplatin 1,3-cis-{Pt(NH3)2}2+-d(GpTpG) intrastrand cross-link",10.2210/pdb3o62/pdb,2,,,,,,,,P62799,Histone H4,
3O62,C,"Nucleosome core particle modified with a cisplatin 1,3-cis-{Pt(NH3)2}2+-d(GpTpG) intrastrand cross-link",10.2210/pdb3o62/pdb,3,,,,,,,,P06897,Histone H2A type 1,
3O62,D,"Nucleosome core particle modified with a cisplatin 1,3-cis-{Pt(NH3)2}2+-d(GpTpG) intrastrand cross-link",10.2210/pdb3o62/pdb,4,,,,,,,,P02281,Histone H2B 1.1,
3O62,E,"Nucleosome core particle modified with a cisplatin 1,3-cis-{Pt(NH3)2}2+-d(GpTpG) intrastrand cross-link",10.2210/pdb3o62/pdb,1,,,,,,,,P84233,Histone H3.2,
3O62,F,"Nucleosome core particle modified with a cisplatin 1,3-cis-{Pt(NH3)2}2+-d(GpTpG) intrastrand cross-link",10.2210/pdb3o62/pdb,2,,,,,,,,P62799,Histone H4,
3O62,G,"Nucleosome core particle modified with a cisplatin 1,3-cis-{Pt(NH3)2}2+-d(GpTpG) intrastrand cross-link",10.2210/pdb3o62/pdb,3,,,,,,,,P06897,Histone H2A type 1,
3O62,H,"Nucleosome core particle modified with a cisplatin 1,3-cis-{Pt(NH3)2}2+-d(GpTpG) intrastrand cross-link",10.2210/pdb3o62/pdb,4,,,,,,,,P02281,Histone H2B 1.1,
3O62,I,"Nucleosome core particle modified with a cisplatin 1,3-cis-{Pt(NH3)2}2+-d(GpTpG) intrastrand cross-link",10.2210/pdb3o62/pdb,5,CPT,Cisplatin,InChI=1S/2ClH.2H3N.Pt/h2*1H;2*1H3;/q;;;;+2/p-2,LXZZYRPGZAFOLE-UHFFFAOYSA-L,CPT,,,,,
3O62,J,"Nucleosome core particle modified with a cisplatin 1,3-cis-{Pt(NH3)2}2+-d(GpTpG) intrastrand cross-link",10.2210/pdb3o62/pdb,6,,,,,,,,,,
3REH,A,2.5 Angstrom Crystal Structure of the Nucleosome Core Particle Assembled with a 145 bp Alpha-Satellite DNA (NCP145),10.2210/pdb3reh/pdb,1,,,,,,,,P84233,Histone H3.2,
3REH,B,2.5 Angstrom Crystal Structure of the Nucleosome Core Particle Assembled with a 145 bp Alpha-Satellite DNA (NCP145),10.2210/pdb3reh/pdb,2,,,,,,,,P62799,Histone H4,
3REH,C,2.5 Angstrom Crystal Structure of the Nucleosome Core Particle Assembled with a 145 bp Alpha-Satellite DNA (NCP145),10.2210/pdb3reh/pdb,3,SO4,SULFATE ION,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",QAOWNCQODCNURD-UHFFFAOYSA-L,SO4,,,P06897,Histone H2A type 1,
3REH,D,2.5 Angstrom Crystal Structure of the Nucleosome Core Particle Assembled with a 145 bp Alpha-Satellite DNA (NCP145),10.2210/pdb3reh/pdb,4,,,,,,,,P02281,Histone H2B 1.1,
3REH,E,2.5 Angstrom Crystal Structure of the Nucleosome Core Particle Assembled with a 145 bp Alpha-Satellite DNA (NCP145),10.2210/pdb3reh/pdb,1,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,P84233,Histone H3.2,
3REH,F,2.5 Angstrom Crystal Structure of the Nucleosome Core Particle Assembled with a 145 bp Alpha-Satellite DNA (NCP145),10.2210/pdb3reh/pdb,2,,,,,,,,P62799,Histone H4,
3REH,G,2.5 Angstrom Crystal Structure of the Nucleosome Core Particle Assembled with a 145 bp Alpha-Satellite DNA (NCP145),10.2210/pdb3reh/pdb,3,,,,,,,,P06897,Histone H2A type 1,
3REH,H,2.5 Angstrom Crystal Structure of the Nucleosome Core Particle Assembled with a 145 bp Alpha-Satellite DNA (NCP145),10.2210/pdb3reh/pdb,4,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,P02281,Histone H2B 1.1,
3REH,H,2.5 Angstrom Crystal Structure of the Nucleosome Core Particle Assembled with a 145 bp Alpha-Satellite DNA (NCP145),10.2210/pdb3reh/pdb,4,SO4,SULFATE ION,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",QAOWNCQODCNURD-UHFFFAOYSA-L,SO4,,,P02281,Histone H2B 1.1,
3REH,I,2.5 Angstrom Crystal Structure of the Nucleosome Core Particle Assembled with a 145 bp Alpha-Satellite DNA (NCP145),10.2210/pdb3reh/pdb,5,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,,,
3REH,J,2.5 Angstrom Crystal Structure of the Nucleosome Core Particle Assembled with a 145 bp Alpha-Satellite DNA (NCP145),10.2210/pdb3reh/pdb,6,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,,,
