PDB	CHAIN	ORGANISM	PROCESS	FUNCTION	UNIPROT	NAME
3sff	A	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
3sfh	A	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
3shb	B	Homo sapiens	NA	NA	NA	NA
3shb	A	Homo sapiens	NA	NA	Q96T88	E3 ubiquitin-protein ligase UHRF1
3shv	C	Homo sapiens	NA	NA	P16104	Histone H2AX
3shv	D	Homo sapiens	NA	NA	P16104	Histone H2AX
3shv	A	Homo sapiens	NA	NA	Q8NEM0	Microcephalin
3shv	B	Homo sapiens	NA	NA	Q8NEM0	Microcephalin
3smt	A	Homo sapiens	10452#18022	3713#46975	Q86TU7	Histone-lysine N-methyltransferase setd3
3sou	D	Homo sapiens	NA	NA	P68431	Histone H3.1
3sou	E	Homo sapiens	NA	NA	P68431	Histone H3.1
3sou	A	Homo sapiens	NA	NA	Q96T88	E3 ubiquitin-protein ligase UHRF1
3sou	B	Homo sapiens	NA	NA	Q96T88	E3 ubiquitin-protein ligase UHRF1
3sow	C	Homo sapiens	NA	NA	P68431	Histone H3.1
3sow	D	Homo sapiens	NA	NA	P68431	Histone H3.1
3sow	A	Homo sapiens	NA	NA	Q96T88	E3 ubiquitin-protein ligase UHRF1
3sow	B	Homo sapiens	NA	NA	Q96T88	E3 ubiquitin-protein ligase UHRF1
3sox	A	Homo sapiens	NA	NA	Q96T88	E3 ubiquitin-protein ligase UHRF1
3sox	B	Homo sapiens	NA	NA	Q96T88	E3 ubiquitin-protein ligase UHRF1
3sqd	C	Homo sapiens	NA	NA	P16104	Histone H2AX
3sqd	D	Homo sapiens	NA	NA	P16104	Histone H2AX
3sqd	A	Homo sapiens	NA	NA	Q6ZW49	PAX-interacting protein 1
3sqd	B	Homo sapiens	NA	NA	Q6ZW49	PAX-interacting protein 1
3sr4	A	Homo sapiens	34729#51726	18024#31151	Q8TEK3	Histone-lysine N-methyltransferase, H3 lysine-79 specific
3sw9	P	Mus musculus	NA	NA	O88508	DNA (cytosine-5)-methyltransferase 3A
3sw9	Q	Mus musculus	NA	NA	O88508	DNA (cytosine-5)-methyltransferase 3A
3sw9	A	Homo sapiens	34968	2039#8270#18024	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
3sw9	B	Homo sapiens	34968	2039#8270#18024	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
3swc	P	Mus musculus	NA	NA	O88508	DNA (cytosine-5)-methyltransferase 3A
3swc	Q	Mus musculus	NA	NA	O88508	DNA (cytosine-5)-methyltransferase 3A
3swc	A	Homo sapiens	34968	2039#8270#18024	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
3swc	B	Homo sapiens	34968	2039#8270#18024	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
3sx0	A	Homo sapiens	34729#51726	18024#31151	Q8TEK3	Histone-lysine N-methyltransferase, H3 lysine-79 specific
3szm	I	Homo sapiens	NA	NA	P16104	Histone H2AX
3szm	J	Homo sapiens	NA	NA	P16104	Histone H2AX
3szm	K	Homo sapiens	NA	NA	P16104	Histone H2AX
3szm	L	Homo sapiens	NA	NA	P16104	Histone H2AX
3szm	M	Homo sapiens	NA	NA	P16104	Histone H2AX
3szm	N	Homo sapiens	NA	NA	P16104	Histone H2AX
3szm	O	Homo sapiens	NA	NA	P16104	Histone H2AX
3szm	P	Homo sapiens	NA	NA	P16104	Histone H2AX
3szm	A	Homo sapiens	NA	NA	Q8NEM0	Microcephalin
3szm	B	Homo sapiens	NA	NA	Q8NEM0	Microcephalin
3szm	C	Homo sapiens	NA	NA	Q8NEM0	Microcephalin
3szm	D	Homo sapiens	NA	NA	Q8NEM0	Microcephalin
3szm	E	Homo sapiens	NA	NA	Q8NEM0	Microcephalin
3szm	F	Homo sapiens	NA	NA	Q8NEM0	Microcephalin
3szm	G	Homo sapiens	NA	NA	Q8NEM0	Microcephalin
3szm	H	Homo sapiens	NA	NA	Q8NEM0	Microcephalin
3t30	A	Homo sapiens	NA	NA	Q86SE8	Nucleoplasmin-2
3t30	B	Homo sapiens	NA	NA	Q86SE8	Nucleoplasmin-2
3t30	C	Homo sapiens	NA	NA	Q86SE8	Nucleoplasmin-2
3t30	D	Homo sapiens	NA	NA	Q86SE8	Nucleoplasmin-2
3t30	E	Homo sapiens	NA	NA	Q86SE8	Nucleoplasmin-2
3t30	F	Homo sapiens	NA	NA	Q86SE8	Nucleoplasmin-2
3t30	G	Homo sapiens	NA	NA	Q86SE8	Nucleoplasmin-2
3t30	H	Homo sapiens	NA	NA	Q86SE8	Nucleoplasmin-2
3t30	I	Homo sapiens	NA	NA	Q86SE8	Nucleoplasmin-2
3t30	J	Homo sapiens	NA	NA	Q86SE8	Nucleoplasmin-2
3t6r	D	Homo sapiens	NA	NA	Q16695	Histone H3.1t
3t6r	A	Homo sapiens	NA	NA	Q96T88	E3 ubiquitin-protein ligase UHRF1
3t6r	B	Homo sapiens	NA	NA	Q96T88	E3 ubiquitin-protein ligase UHRF1
3t7i	A	Saccharomyces cerevisiae	NA	NA	P38850	Regulator of Ty1 transposition protein 107
3t7i	B	Saccharomyces cerevisiae	NA	NA	P38850	Regulator of Ty1 transposition protein 107
3t7j	A	Saccharomyces cerevisiae	NA	NA	P38850	Regulator of Ty1 transposition protein 107
3t7j	B	Saccharomyces cerevisiae	NA	NA	P38850	Regulator of Ty1 transposition protein 107
3t7k	C	Saccharomyces cerevisiae	NA	NA	P04911	Histone H2A.1
3t7k	D	Saccharomyces cerevisiae	NA	NA	P04911	Histone H2A.1
3t7k	A	Saccharomyces cerevisiae	NA	NA	P38850	Regulator of Ty1 transposition protein 107
3t7k	B	Saccharomyces cerevisiae	NA	NA	P38850	Regulator of Ty1 transposition protein 107
3t92	A	Homo sapiens	6355	3712#4402#8270	Q09472#Q15744	Q09472:#Histone acetyltransferase p300#Q15744:#CCAAT/enhancer-binding protein epsilon
3te6	A	Saccharomyces cerevisiae	NA	NA	P06701	Regulatory protein SIR3
3te6	B	Saccharomyces cerevisiae	NA	NA	P06701	Regulatory protein SIR3
3tg4	A	Homo sapiens	122#6325#6351#6355#7507#8285#10452#16571#18026#18027#32259#34968#43516#1901796	993#2039#5515#8168#16278#16279#16740#18024#46872#46975	Q9NRG4	N-lysine methyltransferase SMYD2
3tg5	B	Homo sapiens	NA	NA	P04637	Cellular tumor antigen p53
3tg5	A	Homo sapiens	122#6325#6351#6355#7507#8285#10452#16571#18026#18027#32259#34968#43516#1901796	993#2039#5515#8168#16278#16279#16740#18024#46872#46975	Q9NRG4	N-lysine methyltransferase SMYD2
3tlp	A	Homo sapiens	6338	NA	Q86U86	Protein polybromo-1
3tlp	B	Homo sapiens	6338	NA	Q86U86	Protein polybromo-1
3to1	A	Saccharomyces cerevisiae	NA	NA	P40161	Histone chaperone RTT106
3to1	B	Saccharomyces cerevisiae	NA	NA	P40161	Histone chaperone RTT106
3to6	B	Saccharomyces cerevisiae	NA	NA	P02309	Histone H4
3to6	A	Saccharomyces cerevisiae	6355#16573	4402	Q08649	Histone acetyltransferase ESA1
3to7	A	Saccharomyces cerevisiae	6355#16573	4402	Q08649	Histone acetyltransferase ESA1
3to9	A	Saccharomyces cerevisiae	6355#16573	4402	Q08649	Histone acetyltransferase ESA1
3toa	A	Homo sapiens	6355#16573	4402	Q9H7Z6	Histone acetyltransferase KAT8
3tob	A	Homo sapiens	6355#16573	4402	Q9H7Z6	Histone acetyltransferase KAT8
3toj	A	Homo sapiens	51568	NA	Q9UBL3	Set1/Ash2 histone methyltransferase complex subunit ASH2
3toj	B	Homo sapiens	51568	NA	Q9UBL3	Set1/Ash2 histone methyltransferase complex subunit ASH2
3tu4	I	NA	NA	NA	NA	NA
3tu4	J	NA	NA	NA	NA	NA
3tu4	D	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
3tu4	H	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
3tu4	K	Saccharomyces cerevisiae	NA	3682	P06701	Regulatory protein SIR3
3tu4	L	Saccharomyces cerevisiae	NA	3682	P06701	Regulatory protein SIR3
3tu4	C	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
3tu4	G	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
3tu4	B	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
3tu4	F	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
3tu4	A	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
3tu4	E	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
3tvv	A	Saccharomyces cerevisiae	NA	NA	P40161	Histone chaperone RTT106
3tvv	B	Saccharomyces cerevisiae	NA	NA	P40161	Histone chaperone RTT106
3tw1	A	Saccharomyces cerevisiae	NA	NA	P40161	Histone chaperone RTT106
3tzd	T	Homo sapiens	NA	NA	P10412	Histone H1.4
3tzd	A	Homo sapiens	45892	NA	Q13185	Chromobox protein homolog 3
3u31	B	Homo sapiens	NA	NA	P68431	Histone H3.1
3u31	A	Plasmodium falciparum	6342#6355#6476#16233#36047#36049	3677#5515#16787#34979#36054#36055#46872#70403	Q8IE47	NAD-dependent protein deacylase Sir2A
3u3d	B	Homo sapiens	NA	NA	P68431	Histone H3.1
3u3d	A	Plasmodium falciparum	6342#6355#6476#16233#36047#36049	3677#5515#16787#34979#36054#36055#46872#70403	Q8IE47	NAD-dependent protein deacylase Sir2A
3u3z	B	Homo sapiens	NA	NA	P16104	Histone H2AX
3u3z	A	Homo sapiens	NA	NA	Q8NEM0	Microcephalin
3u4s	A	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
3u4s	B	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
3u4s	C	Homo sapiens	NA	NA	P68431	Histone H3.1
3u4s	D	Homo sapiens	NA	NA	P68431	Histone H3.1
3u5m	A	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5m	B	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5m	C	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5m	D	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5m	E	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5m	F	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5m	G	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5m	H	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5m	I	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5m	J	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5m	K	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5m	L	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5n	C	Homo sapiens	NA	3677	P68431	Histone H3.1
3u5n	D	Homo sapiens	NA	3677	P68431	Histone H3.1
3u5n	A	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5n	B	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5o	I	Homo sapiens	NA	3677#46982	P68431	Histone H3.1
3u5o	J	Homo sapiens	NA	3677#46982	P68431	Histone H3.1
3u5o	K	Homo sapiens	NA	3677#46982	P68431	Histone H3.1
3u5o	L	Homo sapiens	NA	3677#46982	P68431	Histone H3.1
3u5o	M	Homo sapiens	NA	3677#46982	P68431	Histone H3.1
3u5o	N	Homo sapiens	NA	3677#46982	P68431	Histone H3.1
3u5o	O	Homo sapiens	NA	3677#46982	P68431	Histone H3.1
3u5o	P	Homo sapiens	NA	3677#46982	P68431	Histone H3.1
3u5o	A	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5o	B	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5o	C	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5o	D	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5o	E	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5o	F	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5o	G	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5o	H	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5p	I	Homo sapiens	NA	3677#46982	P68431	Histone H3.1
3u5p	J	Homo sapiens	NA	3677#46982	P68431	Histone H3.1
3u5p	K	Homo sapiens	NA	3677#46982	P68431	Histone H3.1
3u5p	L	Homo sapiens	NA	3677#46982	P68431	Histone H3.1
3u5p	M	Homo sapiens	NA	3677#46982	P68431	Histone H3.1
3u5p	N	Homo sapiens	NA	3677#46982	P68431	Histone H3.1
3u5p	O	Homo sapiens	NA	3677#46982	P68431	Histone H3.1
3u5p	P	Homo sapiens	NA	3677#46982	P68431	Histone H3.1
3u5p	A	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5p	B	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5p	C	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5p	D	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5p	E	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5p	F	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5p	G	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u5p	H	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
3u78	A	Homo sapiens	NA	NA	Q6ZMT4	Lysine-specific demethylase 7A
3u85	A	Homo sapiens	NA	NA	O00255	Menin
3u85	B	Homo sapiens	NA	NA	Q03164	Histone-lysine N-methyltransferase 2A
3u88	A	Homo sapiens	NA	NA	O00255	Menin
3u88	B	Homo sapiens	NA	NA	O00255	Menin
3u88	C	Homo sapiens	NA	NA	O75475	PC4 and SFRS1-interacting protein
3u88	D	Homo sapiens	NA	NA	O75475	PC4 and SFRS1-interacting protein
3u88	M	Homo sapiens	NA	NA	Q03164	Histone-lysine N-methyltransferase 2A
3u88	N	Homo sapiens	NA	NA	Q03164	Histone-lysine N-methyltransferase 2A
3uec	B	NA	NA	NA	NA	NA
3uec	A	Homo sapiens	6351#6355#6468#6915#7049#7059#7346#7605#8284#9966#10466#16567#19221#31503#42981#43066#45892#51301#90307#1990001	4842#4869#5515#8017#8536#19899#30414#42802#46872#51087	O15392	Baculoviral IAP repeat-containing protein 5
3ued	B	NA	NA	NA	NA	NA
3ued	D	NA	NA	NA	NA	NA
3ued	A	Homo sapiens	6351#6355#6468#6915#7049#7059#7346#7605#8284#9966#10466#16567#19221#31503#42981#43066#45892#51301#90307#1990001	4842#4869#5515#8017#8536#19899#30414#42802#46872#51087	O15392	Baculoviral IAP repeat-containing protein 5
3ued	C	Homo sapiens	6351#6355#6468#6915#7049#7059#7346#7605#8284#9966#10466#16567#19221#31503#42981#43066#45892#51301#90307#1990001	4842#4869#5515#8017#8536#19899#30414#42802#46872#51087	O15392	Baculoviral IAP repeat-containing protein 5
3uee	A	Homo sapiens	6351#6355#6468#6915#7049#7059#7346#7605#8284#9966#10466#16567#19221#31503#42981#43066#45892#51301#90307#1990001	4842#4869#5515#8017#8536#19899#30414#42802#46872#51087	O15392	Baculoviral IAP repeat-containing protein 5
3uee	C	Homo sapiens	6351#6355#6468#6915#7049#7059#7346#7605#8284#9966#10466#16567#19221#31503#42981#43066#45892#51301#90307#1990001	4842#4869#5515#8017#8536#19899#30414#42802#46872#51087	O15392	Baculoviral IAP repeat-containing protein 5
3uee	B	Homo sapiens	NA	NA	P68431	Histone H3.1
3uee	D	Homo sapiens	NA	NA	P68431	Histone H3.1
3uef	A	Homo sapiens	6351#6355#6468#6915#7049#7059#7346#7605#8284#9966#10466#16567#19221#31503#42981#43066#45892#51301#90307#1990001	4842#4869#5515#8017#8536#19899#30414#42802#46872#51087	O15392	Baculoviral IAP repeat-containing protein 5
3uef	C	Homo sapiens	6351#6355#6468#6915#7049#7059#7346#7605#8284#9966#10466#16567#19221#31503#42981#43066#45892#51301#90307#1990001	4842#4869#5515#8017#8536#19899#30414#42802#46872#51087	O15392	Baculoviral IAP repeat-containing protein 5
3uef	B	Homo sapiens	NA	NA	P68431	Histone H3.1
3uef	D	Homo sapiens	NA	NA	P68431	Histone H3.1
3ueg	A	Homo sapiens	6351#6355#6468#6915#7049#7059#7346#7605#8284#9966#10466#16567#19221#31503#42981#43066#45892#51301#90307#1990001	4842#4869#5515#8017#8536#19899#30414#42802#46872#51087	O15392	Baculoviral IAP repeat-containing protein 5
3ueg	B	Homo sapiens	6351#6355#6468#6915#7049#7059#7346#7605#8284#9966#10466#16567#19221#31503#42981#43066#45892#51301#90307#1990001	4842#4869#5515#8017#8536#19899#30414#42802#46872#51087	O15392	Baculoviral IAP repeat-containing protein 5
3ueh	A	Homo sapiens	6351#6355#6468#6915#7049#7059#7346#7605#8284#9966#10466#16567#19221#31503#42981#43066#45892#51301#90307#1990001	4842#4869#5515#8017#8536#19899#30414#42802#46872#51087	O15392	Baculoviral IAP repeat-containing protein 5
3ueh	B	Homo sapiens	6351#6355#6468#6915#7049#7059#7346#7605#8284#9966#10466#16567#19221#31503#42981#43066#45892#51301#90307#1990001	4842#4869#5515#8017#8536#19899#30414#42802#46872#51087	O15392	Baculoviral IAP repeat-containing protein 5
3uei	A	Homo sapiens	6351#6355#6468#6915#7049#7059#7346#7605#8284#9966#10466#16567#19221#31503#42981#43066#45892#51301#90307#1990001	4842#4869#5515#8017#8536#19899#30414#42802#46872#51087	O15392	Baculoviral IAP repeat-containing protein 5
3uei	B	Homo sapiens	6351#6355#6468#6915#7049#7059#7346#7605#8284#9966#10466#16567#19221#31503#42981#43066#45892#51301#90307#1990001	4842#4869#5515#8017#8536#19899#30414#42802#46872#51087	O15392	Baculoviral IAP repeat-containing protein 5
3uii	A	Homo sapiens	6351#6355#6468#6915#7049#7059#7346#7605#8284#9966#10466#16567#19221#31503#42981#43066#45892#51301#90307#1990001	4842#4869#5515#8017#8536#19899#30414#42802#46872#51087	O15392	Baculoviral IAP repeat-containing protein 5
3uii	B	Homo sapiens	6351#6355#6468#6915#7049#7059#7346#7605#8284#9966#10466#16567#19221#31503#42981#43066#45892#51301#90307#1990001	4842#4869#5515#8017#8536#19899#30414#42802#46872#51087	O15392	Baculoviral IAP repeat-containing protein 5
3uii	P	Homo sapiens	NA	NA	P68431	Histone H3.1
3uii	Q	Homo sapiens	NA	NA	P68431	Histone H3.1
3uik	A	Homo sapiens	6351#6355#6468#6915#7049#7059#7346#7605#8284#9966#10466#16567#19221#31503#42981#43066#45892#51301#90307#1990001	4842#4869#5515#8017#8536#19899#30414#42802#46872#51087	O15392	Baculoviral IAP repeat-containing protein 5
3uik	B	Homo sapiens	6351#6355#6468#6915#7049#7059#7346#7605#8284#9966#10466#16567#19221#31503#42981#43066#45892#51301#90307#1990001	4842#4869#5515#8017#8536#19899#30414#42802#46872#51087	O15392	Baculoviral IAP repeat-containing protein 5
3uik	P	Homo sapiens	NA	NA	P68431	Histone H3.1
3uik	Q	Homo sapiens	NA	NA	P68431	Histone H3.1
3ut9	I	NA	NA	NA	NA	NA
3ut9	J	NA	NA	NA	NA	NA
3ut9	D	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
3ut9	H	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
3ut9	C	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
3ut9	G	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
3ut9	B	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
3ut9	F	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
3ut9	A	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
3ut9	E	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
3uta	I	NA	NA	NA	NA	NA
3uta	J	NA	NA	NA	NA	NA
3uta	D	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
3uta	H	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
3uta	C	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
3uta	G	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
3uta	B	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
3uta	F	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
3uta	A	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
3uta	E	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
3utb	I	NA	NA	NA	NA	NA
3utb	J	NA	NA	NA	NA	NA
3utb	D	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
3utb	H	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
3utb	C	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
3utb	G	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
3utb	B	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
3utb	F	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
3utb	A	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
3utb	E	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
3uv2	A	Homo sapiens	NA	35064	Q12830	Nucleosome-remodeling factor subunit BPTF
3uv4	A	Homo sapiens	NA	NA	P21675	Transcription initiation factor TFIID subunit 1
3uv4	B	Homo sapiens	NA	NA	P21675	Transcription initiation factor TFIID subunit 1
3uv5	A	Homo sapiens	NA	NA	P21675	Transcription initiation factor TFIID subunit 1
3uvd	A	Homo sapiens	43044	16887	P51532	Transcription activator BRG1
3uvk	B	Homo sapiens	NA	NA	O14686	Histone-lysine N-methyltransferase 2D
3uvk	A	Homo sapiens	1501#6325#6351#6355#31175#35948#43687#43966#43981#43982#43984#45652#51568#60271	5515#18024#35064#42800#43995#43996#46972	P61964	WD repeat-containing protein 5
3uvl	A	Homo sapiens	1501#6325#6351#6355#31175#35948#43687#43966#43981#43982#43984#45652#51568#60271	5515#18024#35064#42800#43995#43996#46972	P61964	WD repeat-containing protein 5
3uvl	B	Homo sapiens	NA	NA	Q8NEZ4	Histone-lysine N-methyltransferase 2C
3uvm	A	Homo sapiens	1501#6325#6351#6355#31175#35948#43687#43966#43981#43982#43984#45652#51568#60271	5515#18024#35064#42800#43995#43996#46972	P61964	WD repeat-containing protein 5
3uvm	B	Homo sapiens	NA	NA	Q9UMN6	Histone-lysine N-methyltransferase 2B
3uvn	B	Homo sapiens	NA	NA	O15047	Histone-lysine N-methyltransferase SETD1A
3uvn	D	Homo sapiens	NA	NA	O15047	Histone-lysine N-methyltransferase SETD1A
3uvn	A	Homo sapiens	1501#6325#6351#6355#31175#35948#43687#43966#43981#43982#43984#45652#51568#60271	5515#18024#35064#42800#43995#43996#46972	P61964	WD repeat-containing protein 5
3uvn	C	Homo sapiens	1501#6325#6351#6355#31175#35948#43687#43966#43981#43982#43984#45652#51568#60271	5515#18024#35064#42800#43995#43996#46972	P61964	WD repeat-containing protein 5
3uvo	A	Homo sapiens	1501#6325#6351#6355#31175#35948#43687#43966#43981#43982#43984#45652#51568#60271	5515#18024#35064#42800#43995#43996#46972	P61964	WD repeat-containing protein 5
3uvo	B	Homo sapiens	NA	NA	Q9UPS6	Histone-lysine N-methyltransferase SETD1B
3uvw	A	Homo sapiens	NA	NA	O60885	Bromodomain-containing protein 4
3uvw	B	Homo sapiens	NA	NA	P62805	Histone H4
3uvx	A	Homo sapiens	NA	NA	O60885	Bromodomain-containing protein 4
3uvx	B	Homo sapiens	NA	NA	P62805	Histone H4
3uvy	A	Homo sapiens	NA	NA	O60885	Bromodomain-containing protein 4
3uvy	B	Homo sapiens	NA	NA	P62805	Histone H4
3uw9	A	Homo sapiens	NA	NA	O60885	Bromodomain-containing protein 4
3uw9	B	Homo sapiens	NA	NA	O60885	Bromodomain-containing protein 4
3uw9	C	Homo sapiens	NA	NA	O60885	Bromodomain-containing protein 4
3uw9	D	Homo sapiens	NA	NA	O60885	Bromodomain-containing protein 4
3uw9	E	Homo sapiens	NA	NA	P62805	Histone H4
3uw9	F	Homo sapiens	NA	NA	P62805	Histone H4
3uwn	A	Homo sapiens	6355	NA	Q9Y468	Lethal(3)malignant brain tumor-like protein 1
3uwp	A	Homo sapiens	34729#51726	18024#31151	Q8TEK3	Histone-lysine N-methyltransferase, H3 lysine-79 specific
3uxg	A	Homo sapiens	NA	NA	O14593	DNA-binding protein RFXANK
3uxg	B	Homo sapiens	NA	NA	P56524	Histone deacetylase 4
3uzd	B	Homo sapiens	NA	NA	P56524	Histone deacetylase 4
3uzd	A	Homo sapiens	86#6469#6605#9966#10389#32869#45664#48167#61024#71901#97711#1900740	3723#5080#5159#5515#8426#19904#30971#42802	P61981	14-3-3 protein gamma
3v31	B	Homo sapiens	NA	NA	P56524	Histone deacetylase 4
3v31	A	Homo sapiens	NA	NA	Q9H9E1	Ankyrin repeat family A protein 2
3v43	Q	Homo sapiens	NA	3677	P68431	Histone H3.1
3v43	A	Homo sapiens	43966#48513	3713#4402	Q92794	Histone acetyltransferase KAT6A
3v9r	B	Saccharomyces cerevisiae	712#6281#6974#31297#51382	3674#3677#3690#5515#46982	Q3E829	Inner kinetochore subunit MHF2
3v9r	D	Saccharomyces cerevisiae	712#6281#6974#31297#51382	3674#3677#3690#5515#46982	Q3E829	Inner kinetochore subunit MHF2
3v9r	A	Saccharomyces cerevisiae	712#6281#6312#6974#31297#36297	3674#3677#3682#3690#5515#46982	Q3E835	Inner kinetochore subunit MHF1
3v9r	C	Saccharomyces cerevisiae	712#6281#6312#6974#31297#36297	3674#3677#3682#3690#5515#46982	Q3E835	Inner kinetochore subunit MHF1
3vh5	A	Gallus gallus	712#6281#6312#6974#7049#31297#36297#51301#51382	3677#3682#3690#5515#46982	E1BSW7	Centromere protein S
3vh5	T	Gallus gallus	51382	3677#46982	F1NPG5	Centromere protein T
3vh5	W	Gallus gallus	278#7049#51301#51382	3677#5515#46982	P0DJH6	Centromere protein W
3vh5	D	Gallus gallus	712#6281#6974#7049#31297#51301#51382	3677#3690#5515#46982	P0DJH7	Centromere protein X
3vh6	A	Gallus gallus	712#6281#6312#6974#7049#31297#36297#51301#51382	3677#3682#3690#5515#46982	E1BSW7	Centromere protein S
3vh6	T	Gallus gallus	51382	3677#46982	F1NPG5	Centromere protein T
3vh6	W	Gallus gallus	278#7049#51301#51382	3677#5515#46982	P0DJH6	Centromere protein W
3vh6	D	Gallus gallus	712#6281#6974#7049#31297#51301#51382	3677#3690#5515#46982	P0DJH7	Centromere protein X
3vuz	A	Homo sapiens	6355#34968	18024	Q8WTS6	Histone-lysine N-methyltransferase SETD7
