structureId	chainId	structureTitle	depositionDate	uniprotAcc	uniprotRecommendedName
3M5A	A	SET7/9 Y245A in complex with TAF10-K189me3 peptide and AdoHcy	2010-03-12	Q8WTS6	Histone-lysine N-methyltransferase SETD7
3M5A	B	SET7/9 Y245A in complex with TAF10-K189me3 peptide and AdoHcy	2010-03-12	Q12962	Transcription initiation factor TFIID subunit 10
3M99	B	Structure of the Ubp8-Sgf11-Sgf73-Sus1 SAGA DUB module	2010-03-21	Q03067	SAGA-associated factor 11
3M99	D	Structure of the Ubp8-Sgf11-Sgf73-Sus1 SAGA DUB module	2010-03-21	P53165	SAGA-associated factor 73
3M99	C	Structure of the Ubp8-Sgf11-Sgf73-Sus1 SAGA DUB module	2010-03-21	Q6WNK7	Transcription and mRNA export factor SUS1
3M99	A	Structure of the Ubp8-Sgf11-Sgf73-Sus1 SAGA DUB module	2010-03-21	P50102	Ubiquitin carboxyl-terminal hydrolase 8
3M9Q	A	Drosophila MSL3 chromodomain	2010-03-22	P50536	Protein male-specific lethal-3
3M9Q	B	Drosophila MSL3 chromodomain	2010-03-22	P50536	Protein male-specific lethal-3
3MAX	A	Crystal Structure of Human HDAC2 complexed with an N-(2-aminophenyl)benzamide	2010-03-24	Q92769	Histone deacetylase 2
3MAX	B	Crystal Structure of Human HDAC2 complexed with an N-(2-aminophenyl)benzamide	2010-03-24	Q92769	Histone deacetylase 2
3MAX	C	Crystal Structure of Human HDAC2 complexed with an N-(2-aminophenyl)benzamide	2010-03-24	Q92769	Histone deacetylase 2
3MB3	A	Crystal Structure of the second bromodomain of Pleckstrin homology domain interacting protein (PHIP)	2010-03-25	Q8WWQ0	PH-interacting protein
3MB4	A	Crystal Structure of the fifth Bromodomain of Human Poly-bromodomain containing protein 1 (PB1) with NMP	2010-03-25	Q86U86	Protein polybromo-1
3MB4	B	Crystal Structure of the fifth Bromodomain of Human Poly-bromodomain containing protein 1 (PB1) with NMP	2010-03-25	Q86U86	Protein polybromo-1
3ME9	C	Crystal structure of SGF29 in complex with H3K4me3 peptide	2010-03-31	Q92133	Histone H3
3ME9	D	Crystal structure of SGF29 in complex with H3K4me3 peptide	2010-03-31	Q92133	Histone H3
3ME9	A	Crystal structure of SGF29 in complex with H3K4me3 peptide	2010-03-31	Q96ES7	SAGA-associated factor 29
3ME9	B	Crystal structure of SGF29 in complex with H3K4me3 peptide	2010-03-31	Q96ES7	SAGA-associated factor 29
3MEA	B	Crystal structure of the SGF29 in complex with H3K4me3	2010-03-31	Q92133	Histone H3
3MEA	A	Crystal structure of the SGF29 in complex with H3K4me3	2010-03-31	Q96ES7	SAGA-associated factor 29
3MEK	A	Crystal Structure of Human Histone-Lysine N-methyltransferase SMYD3 in Complex with S-adenosyl-L-methionine	2010-03-31	Q9H7B4	Histone-lysine N-methyltransferase SMYD3
3MEN	A	Crystal structure of acetylpolyamine aminohydrolase from Burkholderia pseudomallei, iodide soak	2010-03-31	Q3JUN4	Acetylpolyamine amidohydrolase
3MEN	B	Crystal structure of acetylpolyamine aminohydrolase from Burkholderia pseudomallei, iodide soak	2010-03-31	Q3JUN4	Acetylpolyamine amidohydrolase
3MEN	C	Crystal structure of acetylpolyamine aminohydrolase from Burkholderia pseudomallei, iodide soak	2010-03-31	Q3JUN4	Acetylpolyamine amidohydrolase
3MEN	D	Crystal structure of acetylpolyamine aminohydrolase from Burkholderia pseudomallei, iodide soak	2010-03-31	Q3JUN4	Acetylpolyamine amidohydrolase
3MET	C	Crystal structure of SGF29 in complex with H3K4me2	2010-03-31	Q92133	Histone H3
3MET	D	Crystal structure of SGF29 in complex with H3K4me2	2010-03-31	Q92133	Histone H3
3MET	A	Crystal structure of SGF29 in complex with H3K4me2	2010-03-31	Q96ES7	SAGA-associated factor 29
3MET	B	Crystal structure of SGF29 in complex with H3K4me2	2010-03-31	Q96ES7	SAGA-associated factor 29
3MEU	C	Crystal structure of SGF29 in complex with H3R2me2sK4me3	2010-03-31	Q92133	Histone H3
3MEU	D	Crystal structure of SGF29 in complex with H3R2me2sK4me3	2010-03-31	Q92133	Histone H3
3MEU	A	Crystal structure of SGF29 in complex with H3R2me2sK4me3	2010-03-31	Q96ES7	SAGA-associated factor 29
3MEU	B	Crystal structure of SGF29 in complex with H3R2me2sK4me3	2010-03-31	Q96ES7	SAGA-associated factor 29
3MEV	C	Crystal structure of SGF29 in complex with R2AK4me3	2010-03-31	Q92133	Histone H3
3MEV	D	Crystal structure of SGF29 in complex with R2AK4me3	2010-03-31	Q92133	Histone H3
3MEV	A	Crystal structure of SGF29 in complex with R2AK4me3	2010-03-31	Q96ES7	SAGA-associated factor 29
3MEV	B	Crystal structure of SGF29 in complex with R2AK4me3	2010-03-31	Q96ES7	SAGA-associated factor 29
3MEW	A	Crystal structure of Novel Tudor domain-containing protein SGF29	2010-03-31	Q96ES7	SAGA-associated factor 29
3MGP	C	Binding of Cobalt ions to the Nucleosome Core Particle	2010-04-07	Q6AZJ8	Histone H2A
3MGP	G	Binding of Cobalt ions to the Nucleosome Core Particle	2010-04-07	Q6AZJ8	Histone H2A
3MGP	D	Binding of Cobalt ions to the Nucleosome Core Particle	2010-04-07	P02281	Histone H2B 1.1
3MGP	H	Binding of Cobalt ions to the Nucleosome Core Particle	2010-04-07	P02281	Histone H2B 1.1
3MGP	A	Binding of Cobalt ions to the Nucleosome Core Particle	2010-04-07	P84233	Histone H3.2
3MGP	E	Binding of Cobalt ions to the Nucleosome Core Particle	2010-04-07	P84233	Histone H3.2
3MGP	B	Binding of Cobalt ions to the Nucleosome Core Particle	2010-04-07	P62799	Histone H4
3MGP	F	Binding of Cobalt ions to the Nucleosome Core Particle	2010-04-07	P62799	Histone H4
3MGP	I	Binding of Cobalt ions to the Nucleosome Core Particle	2010-04-07	NA	NA
3MGP	J	Binding of Cobalt ions to the Nucleosome Core Particle	2010-04-07	NA	NA
3MGQ	C	Binding of Nickel ions to the Nucleosome Core Particle	2010-04-07	Q6AZJ8	Histone H2A
3MGQ	G	Binding of Nickel ions to the Nucleosome Core Particle	2010-04-07	Q6AZJ8	Histone H2A
3MGQ	D	Binding of Nickel ions to the Nucleosome Core Particle	2010-04-07	P02281	Histone H2B 1.1
3MGQ	H	Binding of Nickel ions to the Nucleosome Core Particle	2010-04-07	P02281	Histone H2B 1.1
3MGQ	A	Binding of Nickel ions to the Nucleosome Core Particle	2010-04-07	P84233	Histone H3.2
3MGQ	E	Binding of Nickel ions to the Nucleosome Core Particle	2010-04-07	P84233	Histone H3.2
3MGQ	B	Binding of Nickel ions to the Nucleosome Core Particle	2010-04-07	P62799	Histone H4
3MGQ	F	Binding of Nickel ions to the Nucleosome Core Particle	2010-04-07	P62799	Histone H4
3MGQ	I	Binding of Nickel ions to the Nucleosome Core Particle	2010-04-07	NA	NA
3MGQ	J	Binding of Nickel ions to the Nucleosome Core Particle	2010-04-07	NA	NA
3MGR	C	Binding of Rubidium ions to the Nucleosome Core Particle	2010-04-07	Q6AZJ8	Histone H2A
3MGR	G	Binding of Rubidium ions to the Nucleosome Core Particle	2010-04-07	Q6AZJ8	Histone H2A
3MGR	D	Binding of Rubidium ions to the Nucleosome Core Particle	2010-04-07	P02281	Histone H2B 1.1
3MGR	H	Binding of Rubidium ions to the Nucleosome Core Particle	2010-04-07	P02281	Histone H2B 1.1
3MGR	A	Binding of Rubidium ions to the Nucleosome Core Particle	2010-04-07	P84233	Histone H3.2
3MGR	E	Binding of Rubidium ions to the Nucleosome Core Particle	2010-04-07	P84233	Histone H3.2
3MGR	B	Binding of Rubidium ions to the Nucleosome Core Particle	2010-04-07	P62799	Histone H4
3MGR	F	Binding of Rubidium ions to the Nucleosome Core Particle	2010-04-07	P62799	Histone H4
3MGR	I	Binding of Rubidium ions to the Nucleosome Core Particle	2010-04-07	NA	NA
3MGR	J	Binding of Rubidium ions to the Nucleosome Core Particle	2010-04-07	NA	NA
3MGS	C	Binding of Cesium ions to the Nucleosome Core particle	2010-04-07	Q6AZJ8	Histone H2A
3MGS	G	Binding of Cesium ions to the Nucleosome Core particle	2010-04-07	Q6AZJ8	Histone H2A
3MGS	D	Binding of Cesium ions to the Nucleosome Core particle	2010-04-07	P02281	Histone H2B 1.1
3MGS	H	Binding of Cesium ions to the Nucleosome Core particle	2010-04-07	P02281	Histone H2B 1.1
3MGS	A	Binding of Cesium ions to the Nucleosome Core particle	2010-04-07	P84233	Histone H3.2
3MGS	E	Binding of Cesium ions to the Nucleosome Core particle	2010-04-07	P84233	Histone H3.2
3MGS	B	Binding of Cesium ions to the Nucleosome Core particle	2010-04-07	P62799	Histone H4
3MGS	F	Binding of Cesium ions to the Nucleosome Core particle	2010-04-07	P62799	Histone H4
3MGS	I	Binding of Cesium ions to the Nucleosome Core particle	2010-04-07	NA	NA
3MGS	J	Binding of Cesium ions to the Nucleosome Core particle	2010-04-07	NA	NA
3MHH	C	Structure of the SAGA Ubp8/Sgf11/Sus1/Sgf73 DUB module	2010-04-08	Q03067	SAGA-associated factor 11
3MHH	E	Structure of the SAGA Ubp8/Sgf11/Sus1/Sgf73 DUB module	2010-04-08	P53165	SAGA-associated factor 73
3MHH	B	Structure of the SAGA Ubp8/Sgf11/Sus1/Sgf73 DUB module	2010-04-08	Q6WNK7	Transcription and mRNA export factor SUS1
3MHH	A	Structure of the SAGA Ubp8/Sgf11/Sus1/Sgf73 DUB module	2010-04-08	P50102	Ubiquitin carboxyl-terminal hydrolase 8
3MHS	D	Structure of the SAGA Ubp8/Sgf11/Sus1/Sgf73 DUB module bound to ubiquitin aldehyde	2010-04-08	P0CG48	Polyubiquitin-C
3MHS	C	Structure of the SAGA Ubp8/Sgf11/Sus1/Sgf73 DUB module bound to ubiquitin aldehyde	2010-04-08	Q03067	SAGA-associated factor 11
3MHS	E	Structure of the SAGA Ubp8/Sgf11/Sus1/Sgf73 DUB module bound to ubiquitin aldehyde	2010-04-08	P53165	SAGA-associated factor 73
3MHS	B	Structure of the SAGA Ubp8/Sgf11/Sus1/Sgf73 DUB module bound to ubiquitin aldehyde	2010-04-08	Q6WNK7	Transcription and mRNA export factor SUS1
3MHS	A	Structure of the SAGA Ubp8/Sgf11/Sus1/Sgf73 DUB module bound to ubiquitin aldehyde	2010-04-08	P50102	Ubiquitin carboxyl-terminal hydrolase 8
3MNN	C	A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core	2010-04-22	P06897	Histone H2A type 1
3MNN	G	A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core	2010-04-22	P06897	Histone H2A type 1
3MNN	D	A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core	2010-04-22	P02281	Histone H2B 1.1
3MNN	H	A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core	2010-04-22	P02281	Histone H2B 1.1
3MNN	A	A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core	2010-04-22	P84233	Histone H3.2
3MNN	E	A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core	2010-04-22	P84233	Histone H3.2
3MNN	B	A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core	2010-04-22	P62799	Histone H4
3MNN	F	A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core	2010-04-22	P62799	Histone H4
3MNN	I	A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core	2010-04-22	NA	NA
3MNN	J	A Ruthenium Antitumour Agent Forms Specific Histone Protein Adducts in the Nucleosome Core	2010-04-22	NA	NA
3MO0	A	Human G9a-like (GLP, also known as EHMT1) in complex with inhibitor E11	2010-04-22	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
3MO0	B	Human G9a-like (GLP, also known as EHMT1) in complex with inhibitor E11	2010-04-22	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
3MO2	A	human G9a-like (GLP, also known as EHMT1) in complex with inhibitor E67	2010-04-22	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
3MO2	B	human G9a-like (GLP, also known as EHMT1) in complex with inhibitor E67	2010-04-22	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
3MO2	C	human G9a-like (GLP, also known as EHMT1) in complex with inhibitor E67	2010-04-22	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
3MO2	D	human G9a-like (GLP, also known as EHMT1) in complex with inhibitor E67	2010-04-22	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
3MO5	A	Human G9a-like (GLP, also known as EHMT1) in complex with inhibitor E72	2010-04-22	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
3MO5	B	Human G9a-like (GLP, also known as EHMT1) in complex with inhibitor E72	2010-04-22	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
3MO5	C	Human G9a-like (GLP, also known as EHMT1) in complex with inhibitor E72	2010-04-22	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
3MO5	D	Human G9a-like (GLP, also known as EHMT1) in complex with inhibitor E72	2010-04-22	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
3MO8	B	PWWP Domain of Human Bromodomain and PHD finger-containing protein 1 In Complex with Trimethylated H3K36 Peptide	2010-04-22	Q71DI3	Histone H3.2
3MO8	A	PWWP Domain of Human Bromodomain and PHD finger-containing protein 1 In Complex with Trimethylated H3K36 Peptide	2010-04-22	P55201	Peregrin
3MP1	P	Complex structure of Sgf29 and trimethylated H3K4	2010-04-24	P68431	Histone H3.1
3MP1	A	Complex structure of Sgf29 and trimethylated H3K4	2010-04-24	P0AEX9#P25554	P0AEX9:#Maltose/maltodextrin-binding periplasmic protein#P25554:#SAGA-associated factor 29
3MP6	P	Complex Structure of Sgf29 and dimethylated H3K4	2010-04-25	P68431	Histone H3.1
3MP6	A	Complex Structure of Sgf29 and dimethylated H3K4	2010-04-25	P0AEX9#P25554	P0AEX9:#Maltose/maltodextrin-binding periplasmic protein#P25554:#SAGA-associated factor 29
3MP8	A	Crystal structure of Sgf29 tudor domain	2010-04-26	P0AEX9#P25554	P0AEX9:#Maltose/maltodextrin-binding periplasmic protein#P25554:#SAGA-associated factor 29
3MQM	A	Crystal Structure of the Bromodomain of human ASH1L	2010-04-28	Q9NR48	Histone-lysine N-methyltransferase ASH1L
3MQM	B	Crystal Structure of the Bromodomain of human ASH1L	2010-04-28	Q9NR48	Histone-lysine N-methyltransferase ASH1L
3MTS	A	Chromo Domain of Human Histone-Lysine N-Methyltransferase SUV39H1	2010-04-30	O43463	Histone-lysine N-methyltransferase SUV39H1
3MTS	B	Chromo Domain of Human Histone-Lysine N-Methyltransferase SUV39H1	2010-04-30	O43463	Histone-lysine N-methyltransferase SUV39H1
3MTS	C	Chromo Domain of Human Histone-Lysine N-Methyltransferase SUV39H1	2010-04-30	O43463	Histone-lysine N-methyltransferase SUV39H1
3MU6	A	Inhibiting the Binding of Class IIa Histone Deacetylases to Myocyte Enhancer Factor-2 by Small Molecules	2010-05-01	Q02078	Myocyte-specific enhancer factor 2A
3MU6	B	Inhibiting the Binding of Class IIa Histone Deacetylases to Myocyte Enhancer Factor-2 by Small Molecules	2010-05-01	Q02078	Myocyte-specific enhancer factor 2A
3MU6	C	Inhibiting the Binding of Class IIa Histone Deacetylases to Myocyte Enhancer Factor-2 by Small Molecules	2010-05-01	Q02078	Myocyte-specific enhancer factor 2A
3MU6	D	Inhibiting the Binding of Class IIa Histone Deacetylases to Myocyte Enhancer Factor-2 by Small Molecules	2010-05-01	Q02078	Myocyte-specific enhancer factor 2A
3MU6	E	Inhibiting the Binding of Class IIa Histone Deacetylases to Myocyte Enhancer Factor-2 by Small Molecules	2010-05-01	NA	NA
3MU6	F	Inhibiting the Binding of Class IIa Histone Deacetylases to Myocyte Enhancer Factor-2 by Small Molecules	2010-05-01	NA	NA
3MU6	G	Inhibiting the Binding of Class IIa Histone Deacetylases to Myocyte Enhancer Factor-2 by Small Molecules	2010-05-01	NA	NA
3MU6	H	Inhibiting the Binding of Class IIa Histone Deacetylases to Myocyte Enhancer Factor-2 by Small Molecules	2010-05-01	NA	NA
3MUK	A	Crystal structure of Brd4 bromodomain 1 with propionylated histone H3-K(prop)23	2010-05-03	Q9ESU6	Bromodomain-containing protein 4
3MUK	D	Crystal structure of Brd4 bromodomain 1 with propionylated histone H3-K(prop)23	2010-05-03	P84243	Histone H3.3
3MUL	A	Crystal structure of Brd4 bromodomain 1 with butyrylated histone H3-K(buty)14	2010-05-03	Q9ESU6	Bromodomain-containing protein 4
3MUL	D	Crystal structure of Brd4 bromodomain 1 with butyrylated histone H3-K(buty)14	2010-05-03	P84243	Histone H3.3
3MVD	C	Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle	2010-05-04	Q6AZJ8	Histone H2A
3MVD	G	Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle	2010-05-04	Q6AZJ8	Histone H2A
3MVD	D	Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle	2010-05-04	P02281	Histone H2B 1.1
3MVD	H	Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle	2010-05-04	P02281	Histone H2B 1.1
3MVD	A	Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle	2010-05-04	P84233	Histone H3.2
3MVD	E	Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle	2010-05-04	P84233	Histone H3.2
3MVD	B	Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle	2010-05-04	P62799	Histone H4
3MVD	F	Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle	2010-05-04	P62799	Histone H4
3MVD	K	Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle	2010-05-04	P25171	Regulator of chromosome condensation
3MVD	L	Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle	2010-05-04	P25171	Regulator of chromosome condensation
3MVD	I	Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle	2010-05-04	NA	NA
3MVD	J	Crystal structure of the chromatin factor RCC1 in complex with the nucleosome core particle	2010-05-04	NA	NA
3MXX	A	Crystal structure of WDR5 mutant (S62A)	2010-05-08	P61964	WD repeat-containing protein 5
3MZ3	A	Crystal structure of Co2+ HDAC8 complexed with M344	2010-05-11	Q9BY41	Histone deacetylase 8
3MZ3	B	Crystal structure of Co2+ HDAC8 complexed with M344	2010-05-11	Q9BY41	Histone deacetylase 8
3MZ4	A	Crystal structure of D101L Mn2+ HDAC8 complexed with M344	2010-05-11	Q9BY41	Histone deacetylase 8
3MZ4	B	Crystal structure of D101L Mn2+ HDAC8 complexed with M344	2010-05-11	Q9BY41	Histone deacetylase 8
3MZ6	A	Crystal structure of D101L Fe2+ HDAC8 complexed with M344	2010-05-11	Q9BY41	Histone deacetylase 8
3MZ7	A	Crystal structure of D101L Co2+ HDAC8 complexed with M344	2010-05-11	Q9BY41	Histone deacetylase 8
3N0D	A	Crystal structure of WDR5 mutant (W330F)	2010-05-13	P61964	WD repeat-containing protein 5
3N0E	A	Crystal structure of WDR5 mutant (W330Y)	2010-05-13	P61964	WD repeat-containing protein 5
3N71	A	Crystal structure of cardiac specific histone methyltransferase SmyD1	2010-05-26	P97443	Histone-lysine N-methyltransferase Smyd1
3N9L	B	ceKDM7A from C.elegans, complex with H3K4me3 peptide and NOG	2010-05-31	P08898	Histone H3
3N9L	A	ceKDM7A from C.elegans, complex with H3K4me3 peptide and NOG	2010-05-31	Q9GYI0	Lysine-specific demethylase 7 homolog
3N9M	A	ceKDM7A from C.elegans, alone	2010-05-31	Q9GYI0	Lysine-specific demethylase 7 homolog
3N9M	C	ceKDM7A from C.elegans, alone	2010-05-31	Q9GYI0	Lysine-specific demethylase 7 homolog
3N9N	B	ceKDM7A from C.elegans, complex with H3K4me3K9me2 peptide and NOG	2010-05-31	P08898	Histone H3
3N9N	C	ceKDM7A from C.elegans, complex with H3K4me3K9me2 peptide and NOG	2010-05-31	P08898	Histone H3
3N9N	A	ceKDM7A from C.elegans, complex with H3K4me3K9me2 peptide and NOG	2010-05-31	Q9GYI0	Lysine-specific demethylase 7 homolog
3N9O	B	ceKDM7A from C.elegans, complex with H3K4me3 peptide, H3K9me2 peptide and NOG	2010-05-31	P08898	Histone H3
3N9O	C	ceKDM7A from C.elegans, complex with H3K4me3 peptide, H3K9me2 peptide and NOG	2010-05-31	P08898	Histone H3
3N9O	A	ceKDM7A from C.elegans, complex with H3K4me3 peptide, H3K9me2 peptide and NOG	2010-05-31	Q9GYI0	Lysine-specific demethylase 7 homolog
