structureId,chainId,compound,source,uniprotAcc,uniprotRecommendedName
"5J8B","P","50S ribosomal protein L15","Thermus thermophilus","Q5SHQ7","50S ribosomal protein L15"
"5J8B","Q","50S ribosomal protein L16","Thermus thermophilus","P60489","50S ribosomal protein L16"
"5J8B","R","50S ribosomal protein L17","Thermus thermophilus","Q9Z9H5","50S ribosomal protein L17"
"5J8B","S","50S ribosomal protein L18","Thermus thermophilus","Q5SHQ4","50S ribosomal protein L18"
"5J8B","T","50S ribosomal protein L19","Thermus thermophilus","P60490","50S ribosomal protein L19"
"5J8B","U","50S ribosomal protein L20","Thermus thermophilus","P60491","50S ribosomal protein L20"
"5J8B","V","50S ribosomal protein L21","Thermus thermophilus","P60492","50S ribosomal protein L21"
"5J8B","W","50S ribosomal protein L22","Thermus thermophilus","Q5SHP3","50S ribosomal protein L22"
"5J8B","X","50S ribosomal protein L23","Thermus thermophilus","Q5SHP0","50S ribosomal protein L23"
"5J8B","Y","50S ribosomal protein L24","Thermus thermophilus","Q5SHP9","50S ribosomal protein L24"
"5J8B","Z","50S ribosomal protein L25","Thermus thermophilus","Q5SHZ1","50S ribosomal protein L25"
"5J8B","a","16S Ribosomal RNA","Thermus thermophilus","",""
"5J8B","b","30S ribosomal protein S2","Thermus thermophilus","P80371","30S ribosomal protein S2"
"5J8B","c","30S ribosomal protein S3","Thermus thermophilus","P80372","30S ribosomal protein S3"
"5J8B","d","30S ribosomal protein S4","Thermus thermophilus","P80373","30S ribosomal protein S4"
"5J8B","e","30S ribosomal protein S5","Thermus thermophilus","Q5SHQ5","30S ribosomal protein S5"
"5J8B","f","30S ribosomal protein S6","Thermus thermophilus","Q5SLP8","30S ribosomal protein S6"
"5J8B","g","30S ribosomal protein S7","Thermus thermophilus","P17291","30S ribosomal protein S7"
"5J8B","h","30S ribosomal protein S8","Thermus thermophilus","A0A0M9AFS9","30S ribosomal protein S8"
"5J8B","i","30S ribosomal protein S9","Thermus thermophilus","P80374","30S ribosomal protein S9"
"5J8B","j","30S ribosomal protein S10","Thermus thermophilus","Q5SHN7","30S ribosomal protein S10"
"5J8B","k","30S ribosomal protein S11","Thermus thermophilus","P80376","30S ribosomal protein S11"
"5J8B","l","30S ribosomal protein S12","Thermus thermophilus","Q5SHN3","30S ribosomal protein S12"
"5J8B","m","30S ribosomal protein S13","Thermus thermophilus","P80377","30S ribosomal protein S13"
"5J8B","n","30S ribosomal protein S14 type Z","Thermus thermophilus","A0A0N0BLP2","30S ribosomal protein S14 type Z"
"5J8B","o","30S ribosomal protein S15","Thermus thermophilus","Q5SJ76","30S ribosomal protein S15"
"5J8B","p","30S ribosomal protein S16","Thermus thermophilus","Q5SJH3","30S ribosomal protein S16"
"5J8B","q","30S ribosomal protein S17","Thermus thermophilus","A0A0N0BLS5","30S ribosomal protein S17"
"5J8B","r","30S ribosomal protein S18","Thermus thermophilus","Q5SLQ0","30S ribosomal protein S18"
"5J8B","s","30S ribosomal protein S19","Thermus thermophilus","Q5SHP2","30S ribosomal protein S19"
"5J8B","t","30S ribosomal protein S20","Thermus thermophilus","P80380","30S ribosomal protein S20"
"5J8B","u","30S ribosomal protein Thx","Thermus thermophilus","Q5SIH3","30S ribosomal protein Thx"
"5J8B","v","mRNA","Thermus thermophilus","",""
"5J8B","w","A-site tRNA","Thermus thermophilus","",""
"5J8B","x","P-site tRNA","Thermus thermophilus","",""
"5J8B","y","E-site tRNA","Thermus thermophilus","",""
"5J8B","z","GDPCP fused to the N-terminus of the ribosomal protein L9,Elongation factor 4","Thermus thermophilus","Q5SKA7#Q5SLQ1","Q5SKA7:#Elongation factor 4#Q5SLQ1:#50S ribosomal protein L9"
"5JV3","A","Chimera protein of Kinesin-like protein KIF11 and Microtubule-associated protein RP/EB family member 1","Homo sapiens","P52732#Q15691","P52732:#Kinesin-like protein KIF11#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JV3","B","Chimera protein of Kinesin-like protein KIF11 and Microtubule-associated protein RP/EB family member 1","Homo sapiens","P52732#Q15691","P52732:#Kinesin-like protein KIF11#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JV3","C","Chimera protein of Kinesin-like protein KIF11 and Microtubule-associated protein RP/EB family member 1","Homo sapiens","P52732#Q15691","P52732:#Kinesin-like protein KIF11#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JV3","D","Chimera protein of Kinesin-like protein KIF11 and Microtubule-associated protein RP/EB family member 1","Homo sapiens","P52732#Q15691","P52732:#Kinesin-like protein KIF11#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JVM","A","Chimera protein of Kinesin-like protein KIF3C and Microtubule-associated protein RP/EB family member 1","Homo sapiens,Mus musculus","O35066#Q15691","O35066:#Kinesin-like protein KIF3C#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JVM","B","Chimera protein of Kinesin-like protein KIF3C and Microtubule-associated protein RP/EB family member 1","Homo sapiens,Mus musculus","O35066#Q15691","O35066:#Kinesin-like protein KIF3C#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JVP","A","Chimera protein of Centromere-associated protein E and Microtubule-associated protein RP/EB family member 1","Homo sapiens","Q02224#Q15691","Q02224:#Centromere-associated protein E#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JVP","B","Chimera protein of Centromere-associated protein E and Microtubule-associated protein RP/EB family member 1","Homo sapiens","Q02224#Q15691","Q02224:#Centromere-associated protein E#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JVP","C","Chimera protein of Centromere-associated protein E and Microtubule-associated protein RP/EB family member 1","Homo sapiens","Q02224#Q15691","Q02224:#Centromere-associated protein E#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JVP","D","Chimera protein of Centromere-associated protein E and Microtubule-associated protein RP/EB family member 1","Homo sapiens","Q02224#Q15691","Q02224:#Centromere-associated protein E#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JVP","E","Chimera protein of Centromere-associated protein E and Microtubule-associated protein RP/EB family member 1","Homo sapiens","Q02224#Q15691","Q02224:#Centromere-associated protein E#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JVP","F","Chimera protein of Centromere-associated protein E and Microtubule-associated protein RP/EB family member 1","Homo sapiens","Q02224#Q15691","Q02224:#Centromere-associated protein E#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JVR","A","Chimera protein of mouse KIF3A,fruit fly Kinesin-1 and human EB1","Drosophila melanogaster,Homo sapiens,Mus musculus","P17210#P28741#Q15691","P17210:#Kinesin heavy chain#P28741:#Kinesin-like protein KIF3A#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JVR","B","Chimera protein of mouse KIF3A,fruit fly Kinesin-1 and human EB1","Drosophila melanogaster,Homo sapiens,Mus musculus","P17210#P28741#Q15691","P17210:#Kinesin heavy chain#P28741:#Kinesin-like protein KIF3A#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JVR","C","Chimera protein of mouse KIF3A,fruit fly Kinesin-1 and human EB1","Drosophila melanogaster,Homo sapiens,Mus musculus","P17210#P28741#Q15691","P17210:#Kinesin heavy chain#P28741:#Kinesin-like protein KIF3A#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JVR","D","Chimera protein of mouse KIF3A,fruit fly Kinesin-1 and human EB1","Drosophila melanogaster,Homo sapiens,Mus musculus","P17210#P28741#Q15691","P17210:#Kinesin heavy chain#P28741:#Kinesin-like protein KIF3A#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JVR","E","Chimera protein of mouse KIF3A,fruit fly Kinesin-1 and human EB1","Drosophila melanogaster,Homo sapiens,Mus musculus","P17210#P28741#Q15691","P17210:#Kinesin heavy chain#P28741:#Kinesin-like protein KIF3A#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JVR","F","Chimera protein of mouse KIF3A,fruit fly Kinesin-1 and human EB1","Drosophila melanogaster,Homo sapiens,Mus musculus","P17210#P28741#Q15691","P17210:#Kinesin heavy chain#P28741:#Kinesin-like protein KIF3A#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JVR","G","Chimera protein of mouse KIF3A,fruit fly Kinesin-1 and human EB1","Drosophila melanogaster,Homo sapiens,Mus musculus","P17210#P28741#Q15691","P17210:#Kinesin heavy chain#P28741:#Kinesin-like protein KIF3A#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JVR","H","Chimera protein of mouse KIF3A,fruit fly Kinesin-1 and human EB1","Drosophila melanogaster,Homo sapiens,Mus musculus","P17210#P28741#Q15691","P17210:#Kinesin heavy chain#P28741:#Kinesin-like protein KIF3A#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JVS","A","Chimera protein of Kinesin heavy chain and Microtubule-associated protein RP/EB family member 1","Drosophila melanogaster,Homo sapiens","P17210#Q15691","P17210:#Kinesin heavy chain#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JVU","A","Chimera protein of Kinesin heavy chain and Microtubule-associated protein RP/EB family member 1","Drosophila melanogaster,Homo sapiens","P17210#Q15691","P17210:#Kinesin heavy chain#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JVU","B","Chimera protein of Kinesin heavy chain and Microtubule-associated protein RP/EB family member 1","Drosophila melanogaster,Homo sapiens","P17210#Q15691","P17210:#Kinesin heavy chain#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5JX1","A","Chimera protein of Kinesin-like protein KIF3A and Microtubule-associated protein RP/EB family member 1","Homo sapiens,Mus musculus","P28741#Q15691","P28741:#Kinesin-like protein KIF3A#Q15691:#Microtubule-associated protein RP/EB family member 1"
"5KJH","A","putative polycomb protein Eed","Chaetomium thermophilum","G0S8H7",""
"5KJH","B","Putative uncharacterized protein,Zinc finger domain-containing protein","Chaetomium thermophilum","G0RYC6#G0SDW4","null#null"
"5KJH","D","Peptide H3K27me3","Homo sapiens","P68431","Histone H3.1"
"5KJI","A","putative polycomb protein Eed","Chaetomium thermophilum","G0S8H7",""
"5KJI","B","Putative uncharacterized protein,Zinc finger domain-containing protein","Chaetomium thermophilum","G0RYC6#G0SDW4","null#null"
"5KKL","A","putative polycomb protein Eed","Chaetomium thermophilum","G0S8H7",""
"5KKL","B","Putative uncharacterized protein,Histone H3.1 peptide,Zinc finger domain-containing protein","Homo sapiens,Chaetomium thermophilum","G0RYC6#G0SDW4#P68431","null#null#P68431:#Histone H3.1"
"5KKL","D","ALA-ALA-ARG-M3L-SER-ALA-PRO-ALA","Homo sapiens","P68431","Histone H3.1"
"5L5A","A","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"5L5A","B","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"5L5A","C","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"5L5A","D","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"5L5A","E","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"5L5A","F","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"5L5A","G","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"5L5A","H","Proteasome subunit beta type-2","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2"
"5L5A","I","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"5L5A","J","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"5L5A","K","Proteasome subunit beta type-8,Proteasome subunit beta type-5","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5"
"5L5A","L","Proteasome subunit beta type-6","Saccharomyces cerevisiae","P23724","Proteasome subunit beta type-6"
"5L5A","M","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"5L5A","N","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"5L5A","O","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"5L5A","P","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"5L5A","Q","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"5L5A","R","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"5L5A","S","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"5L5A","T","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"5L5A","U","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"5L5A","V","Proteasome subunit beta type-2","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2"
"5L5A","W","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"5L5A","X","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"5L5A","Y","Proteasome subunit beta type-8,Proteasome subunit beta type-5","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5"
"5L5A","Z","Proteasome subunit beta type-6","Saccharomyces cerevisiae","P23724","Proteasome subunit beta type-6"
"5L5A","a","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"5L5A","b","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"5L5B","A","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"5L5B","B","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"5L5B","C","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"5L5B","D","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"5L5B","E","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"5L5B","F","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"5L5B","G","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"5L5B","H","Proteasome subunit beta type-2","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2"
"5L5B","I","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"5L5B","J","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"5L5B","K","Proteasome subunit beta type-8,Proteasome subunit beta type-5","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5"
"5L5B","L","Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6"
"5L5B","M","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"5L5B","N","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"5L5B","O","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"5L5B","P","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"5L5B","Q","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"5L5B","R","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"5L5B","S","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"5L5B","T","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"5L5B","U","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"5L5B","V","Proteasome subunit beta type-2","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2"
"5L5B","W","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"5L5B","X","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"5L5B","Y","Proteasome subunit beta type-8,Proteasome subunit beta type-5","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5"
"5L5B","Z","Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6"
"5L5B","a","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"5L5B","b","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"5L5D","A","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"5L5D","B","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"5L5D","C","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
